what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1355830147404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1355830149744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830153634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830166615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830167695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830171215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830174175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830176855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1355830183985
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1355830186775
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1355830190025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830196825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830200545
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1355830335685
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1355830339906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830347453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830348975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830349375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830366749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830391785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830392735
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1355830409755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1355830419968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1355830421138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1355830432792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1355830434812
